account_id,label_kor
entity00113058_DisclosureOfDeductibleTemporaryDifferencesForWhichNoDeferredTaxAssetIsRecognisedTextBlock,이연법인세자산으로 인식되지 않은 차감할 일시적차이에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfDefinedContributionPlansTable,확정기여제도 공시
entity00113058_DisclosureOfDefinedContributionPlansTextBlock,확정기여제도 공시[ 문장영역 ]
entity00113058_DisclosureOfDepositsFromCustomersTable,예수부채에 대한 공시
entity00113058_DisclosureOfDepositsFromCustomersTextBlock,예수부채에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfDetailInformationAboutBondsIssuedTable,사채에 대한 세부 정보 공시
entity00113058_DisclosureOfDetailInformationAboutBondsIssuedTextBlock,사채에 대한 세부 정보 공시[ 문장영역 ]
entity00113058_DisclosureOfDetailOfOtherFinancialAssetsAtAmortisedCostTable,상각후원가측정기타금융자산의 구성내역
entity00113058_DisclosureOfDetailOfOtherFinancialAssetsAtAmortisedCostTextBlock,상각후원가측정기타금융자산의 구성내역[ 문장영역 ]
entity00113058_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17LineItemsOfDisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17NationalTableOfLineItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험의 집중에 대한 상세정보 공시 [ 항목 ]
entity00113058_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17LineItemsOfDisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17NonLifeInsuranceTableOfLineItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험의 집중에 대한 상세정보 공시 [ 항목 ]
entity00113058_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17LineItemsOfDisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17ParticipatingTypeTableOfLineItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험의 집중에 대한 상세정보 공시 [ 항목 ]
entity00113058_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17NationalAbstract,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험의 집중에 대한 상세정보 공시, 국가[ 개요 ]"
entity00113058_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17NationalTable,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험의 집중에 대한 상세정보 공시, 국가"
entity00113058_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17NationalTextBlock,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험의 집중에 대한 상세정보 공시, 국가[ 문장영역 ]"
entity00113058_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17NonLifeInsuranceAbstract,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험의 집중에 대한 상세정보 공시, 손해보험[ 개요 ]"
entity00113058_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17NonLifeInsuranceTable,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험의 집중에 대한 상세정보 공시, 손해보험"
entity00113058_DisclosureOfDetailedInformationAboutConcentrationsOfRiskThatArisesFromContractsWithinScopeOfIfrs17NonLifeInsuranceTextBlock,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 위험의 집중에 대한 상세정보 공시, 손해보험[ 문장영역 ]"
entity00113058_DisclosureOfDetailedInformationAboutIntangibleAssetsTotalTable,"무형자산에 대한 세부 정보 공시, 합계"
entity00113058_DisclosureOfDetailedInformationAboutIntangibleAssetsTotalTextBlock,"무형자산에 대한 세부 정보 공시, 합계[ 문장영역 ]"
entity00113058_DisclosureOfDetailsOfDeferredTaxAssetsAndLiabilitiesTable,이연법인세자산(부채)의 내용에 대한 공시
entity00113058_DisclosureOfDetailsOfDeferredTaxAssetsAndLiabilitiesTextBlock,이연법인세자산(부채)의 내용에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfDetailsOfDerecognisedInvestmentsInEquityInstrumentsThatTheEntityHasDesignatedAtFairValueThroughOtherComprehensiveIncomeAndTransfersOfCumulativeGainOrLossWithinEquityTable,제거한 기타포괄손익-공정가치측정금융자산 중 지분상품의 내역 및 자본 내에서 대체된 누적 손익에 대한 공시
entity00113058_DisclosureOfDetailsOfDerecognisedInvestmentsInEquityInstrumentsThatTheEntityHasDesignatedAtFairValueThroughOtherComprehensiveIncomeAndTransfersOfCumulativeGainOrLossWithinEquityTextBlock,제거한 기타포괄손익-공정가치측정금융자산 중 지분상품의 내역 및 자본 내에서 대체된 누적 손익에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfDetailsOfLegalProceedingsContingentLiabilityTable,법적소송우발부채 세부내역에 대한 공시
entity00113058_DisclosureOfDetailsOfLegalProceedingsContingentLiabilityTextBlock,법적소송우발부채 세부내역에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfDetailsOfLoansAtAmortisedCostTable,상각후원가측정대출채권의 구성내역
entity00113058_DisclosureOfDetailsOfLoansAtAmortisedCostTextBlock,상각후원가측정대출채권의 구성내역[ 문장영역 ]
entity00113058_DisclosureOfEffectOfInsuranceContractsInitiallyRecognisedSubtotalTableTable,"처음 인식한 보험계약의 영향 공시, 중간합계"
entity00113058_DisclosureOfEffectOfInsuranceContractsInitiallyRecognisedSubtotalTableTextBlock,"처음 인식한 보험계약의 영향 공시, 중간합계[ 문장영역 ]"
entity00113058_DisclosureOfExpenseRatioAbstract,사업비율에 대한 공시[ 개요 ]
entity00113058_DisclosureOfExpenseRatioLifeInsuranceInParAbstract,"사업비율에 대한 공시, 생명보험, In-par[ 개요 ]"
entity00113058_DisclosureOfExpenseRatioLifeInsuranceInParTable,"사업비율에 대한 공시, 생명보험, In-par"
entity00113058_DisclosureOfExpenseRatioLifeInsuranceInParTextBlock,"사업비율에 대한 공시, 생명보험, In-par[ 문장영역 ]"
entity00113058_DisclosureOfExpenseRatioLifeInsuranceNonParAbstract,"사업비율에 대한 공시, 생명보험, Non-par[ 개요 ]"
entity00113058_DisclosureOfExpenseRatioLifeInsuranceNonParTable,"사업비율에 대한 공시, 생명보험, Non-par"
entity00113058_DisclosureOfExpenseRatioLifeInsuranceNonParTextBlock,"사업비율에 대한 공시, 생명보험, Non-par[ 문장영역 ]"
entity00113058_DisclosureOfExpenseRatioLifeInsuranceVariableFeeApproachAbstract,"사업비율에 대한 공시, 생명보험, 변동수수료접근법[ 개요 ]"
entity00113058_DisclosureOfExpenseRatioLifeInsuranceVariableFeeApproachTable,"사업비율에 대한 공시, 생명보험, 변동수수료접근법"
entity00113058_DisclosureOfExpenseRatioLifeInsuranceVariableFeeApproachTextBlock,"사업비율에 대한 공시, 생명보험, 변동수수료접근법[ 문장영역 ]"
entity00113058_DisclosureOfExpenseRatioNonLifeInsuranceAbstract,"사업비율에 대한 공시, 손해보험[ 개요 ]"
entity00113058_DisclosureOfExpenseRatioNonLifeInsuranceTable,"사업비율에 대한 공시, 손해보험"
entity00113058_DisclosureOfExpenseRatioNonLifeInsuranceTextBlock,"사업비율에 대한 공시, 손해보험[ 문장영역 ]"
entity00113058_DisclosureOfExpenseRatioOfDisclosureOfExpenseRatioLifeInsuranceInParTableOfLineItems,사업비율에 대한 공시 [ 항목 ]
entity00113058_DisclosureOfExpenseRatioOfDisclosureOfExpenseRatioLifeInsuranceNonParTableOfLineItems,사업비율에 대한 공시 [ 항목 ]
entity00113058_DisclosureOfExpenseRatioOfDisclosureOfExpenseRatioLifeInsuranceVariableFeeApproachTableOfLineItems,사업비율에 대한 공시 [ 항목 ]
entity00113058_DisclosureOfExpenseRatioOfDisclosureOfExpenseRatioNonLifeInsuranceTableOfLineItems,사업비율에 대한 공시 [ 항목 ]
entity00113058_DisclosureOfExpenseRatioOfDisclosureOfExpenseRatioTableOfLineItems,사업비율에 대한 공시 [ 항목 ]
entity00113058_DisclosureOfExpenseRatioTable,사업비율에 대한 공시
entity00113058_DisclosureOfExpenseRatioTextBlock,사업비율에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfFairValueMeasurementOfAssets2Table,"자산의 공정가치측정에 대한 공시, 기타"
entity00113058_DisclosureOfFairValueMeasurementOfAssets2TextBlock,"자산의 공정가치측정에 대한 공시, 기타[ 문장영역 ]"
entity00113058_DisclosureOfFairValueMeasurementOfAssetsTotalTable,"자산의 공정가치측정에 대한 공시, 합계"
entity00113058_DisclosureOfFairValueMeasurementOfAssetsTotalTextBlock,"자산의 공정가치측정에 대한 공시, 합계[ 문장영역 ]"
entity00113058_DisclosureOfFairValueMeasurementOfLiabilitiesTotalTable,"부채의 공정가치측정에 대한 공시, 합계"
entity00113058_DisclosureOfFairValueMeasurementOfLiabilitiesTotalTextBlock,"부채의 공정가치측정에 대한 공시, 합계[ 문장영역 ]"
entity00113058_DisclosureOfFairValueOfInvestmentPropertyTable,투자부동산의 공정가치에 대한 공시
entity00113058_DisclosureOfFairValueOfInvestmentPropertyTextBlock,투자부동산의 공정가치에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfFairValueOfInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncomeTable,기타포괄손익-공정가치 측정 항목으로 지정된 지분상품 투자의 공정가치에 대한 공시
entity00113058_DisclosureOfFairValueOfInvestmentsInEquityInstrumentsDesignatedAtFairValueThroughOtherComprehensiveIncomeTextBlock,기타포괄손익-공정가치 측정 항목으로 지정된 지분상품 투자의 공정가치에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfFinancialAssetsAtFairValueThroughProfitOrLossTotalTable,"당기손익-공정가치측정금융자산의 공시, 합계"
entity00113058_DisclosureOfFinancialAssetsAtFairValueThroughProfitOrLossTotalTextBlock,"당기손익-공정가치측정금융자산의 공시, 합계[ 문장영역 ]"
entity00113058_DisclosureOfFinancialAssetsPledgedAsSecurityForRepurchaseAgreementsTable,환매조건부매도 관련 담보로 제공된 금융자산에 대한 공시
entity00113058_DisclosureOfFinancialAssetsPledgedAsSecurityForRepurchaseAgreementsTextBlock,환매조건부매도 관련 담보로 제공된 금융자산에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfForeignCurrencyFinancialTransactionsBetweenRelatedPartiesTable,특수관계자 외화 자금거래에 관한 공시
entity00113058_DisclosureOfForeignCurrencyFinancialTransactionsBetweenRelatedPartiesTextBlock,특수관계자 외화 자금거래에 관한 공시[ 문장영역 ]
entity00113058_DisclosureOfForeignCurrencyOutstandingBalancesForRelatedPartyTransactionsTable,특수관계자거래의 외화 채권·채무 잔액에 대한 공시
entity00113058_DisclosureOfForeignCurrencyOutstandingBalancesForRelatedPartyTransactionsTextBlock,특수관계자거래의 외화 채권·채무 잔액에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfGeographicalAreas,지역에 대한 공시
entity00113058_DisclosureOfInformationAboutCreditRiskThatArisesFromContractsWithinScopeOfIfrs17OfDisclosureOfInformationAboutCreditRiskThatArisesFromContractsWithinScopeOfIfrs17ReinsurerTableOfLineItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 신용위험에 대한 정보 공시 [ 항목 ]
entity00113058_DisclosureOfInformationAboutCreditRiskThatArisesFromContractsWithinScopeOfIfrs17ReinsurerAbstract,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 신용위험에 대한 정보 공시, 재보험사[ 개요 ]"
entity00113058_DisclosureOfInformationAboutCreditRiskThatArisesFromContractsWithinScopeOfIfrs17ReinsurerTable,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 신용위험에 대한 정보 공시, 재보험사"
entity00113058_DisclosureOfInformationAboutCreditRiskThatArisesFromContractsWithinScopeOfIfrs17ReinsurerTextBlock,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 신용위험에 대한 정보 공시, 재보험사[ 문장영역 ]"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossIndirectParLifeInsuranceTable,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시,Indirect-par 생명보험"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossIndirectParLifeInsuranceTextBlock,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시,Indirect-par 생명보험[ 문장영역 ]"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossLifeInsuranceTable,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, Non-Par생명보험"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossLifeInsuranceTextBlock,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시,생명보험[ 문장영역 ]"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossLifeInsuranceVariableFeeSTable,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, 변액"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossLifeInsuranceVariableFeeSTextBlock,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시,생명보험[ 문장영역 ]"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossLifeInsuranceVariableFeeTable,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시,생명보험 변액"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossLifeInsuranceVariableFeeTextBlock,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시,생명보험 변액[ 문장영역 ]"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossNonLifeInsuranceSegmentTable,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, 손해보험부문"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossNonLifeInsuranceSegmentTextBlock,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, 손해보험부문[ 문장영역 ]"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossNonVariableFeeTable,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, 변액외"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossNonVariableFeeTextBlock,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, 변액외[ 문장영역 ]"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossReinsuranceContractsHeldTable,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, 출재보험"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossReinsuranceContractsHeldTextBlock,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, 출재보험[ 문장영역 ]"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossTotalTable,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, 합계"
entity00113058_DisclosureOfInformationAboutExpectedRecognitionOfContractualServiceMarginInProfitOrLossTotalTextBlock,"당기손익 인식이 예상되는 보험계약마진에 대한 정보 공시, 합계[ 문장영역 ]"
entity00113058_DisclosureOfInformationAboutMaturityOfDefinedBenefitObligationTable,확정급여채무의 만기에 대한 정보의 공시
entity00113058_DisclosureOfInformationAboutMaturityOfDefinedBenefitObligationTextBlock,확정급여채무의 만기에 대한 정보의 공시[ 문장영역 ]
entity00113058_DisclosureOfInputsToMethodsUsedToMeasureContractsWithinScopeOfIfrs17Abstract,IFRS 17 적용범위에 포함되는 계약 측정에 사용한 방법의 투입변수 공시[ 개요 ]
entity00113058_DisclosureOfInputsToMethodsUsedToMeasureContractsWithinScopeOfIfrs17LineItemsOfDisclosureOfInputsToMethodsUsedToMeasureContractsWithinScopeOfIfrs17TableOfLineItems,IFRS 17 적용범위에 포함되는 계약 측정에 사용한 방법의 투입변수 공시 [ 항목 ]
entity00113058_DisclosureOfInputsToMethodsUsedToMeasureContractsWithinScopeOfIfrs17Table,IFRS 17 적용범위에 포함되는 계약 측정에 사용한 방법의 투입변수 공시
entity00113058_DisclosureOfInputsToMethodsUsedToMeasureContractsWithinScopeOfIfrs17TextBlock,IFRS 17 적용범위에 포함되는 계약 측정에 사용한 방법의 투입변수 공시[ 문장영역 ]
entity00113058_DisclosureOfInsuranceCommitmentsAndTrustAccountsTable,보험약정 및 신탁계정에 대한 공시
entity00113058_DisclosureOfInsuranceCommitmentsAndTrustAccountsTextBlock,보험약정 및 신탁계정에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfMarketRiskExposureAbstract,시장위험 익스포저에 대한 공시[ 개요 ]
entity00113058_DisclosureOfMarketRiskExposureLineItemsOfDisclosureOfMarketRiskExposureTableOfLineItems,시장위험 익스포저에 대한 공시 [ 항목 ]
entity00113058_DisclosureOfMarketRiskExposureTable,시장위험 익스포저에 대한 공시
entity00113058_DisclosureOfMarketRiskExposureTextBlock,시장위험 익스포저에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfMaturityAnalysisForBorrowingsTable,차입금의 만기분석에 대한 공시
entity00113058_DisclosureOfMaturityAnalysisForBorrowingsTextBlock,차입금의 만기분석에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfMaturityAnalysisForLiquidityRiskThatArisesFromContractsWithinScopeOfIfrs17LineItemsOfDisclosureOfMaturityAnalysisForLiquidityRiskThatArisesFromContractsWithinScopeOfIfrs17ParticipatingTypeTableOfLineItems,IFRS 17의 적용범위에 포함되는 계약에서 생기는 유동성위험에 대한 만기분석 공시 [ 항목 ]
entity00113058_DisclosureOfMaturityAnalysisForLiquidityRiskThatArisesFromContractsWithinScopeOfIfrs17ParticipatingTypeAbstract,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 유동성위험에 대한 만기분석 공시, 배당유형[ 개요 ]"
entity00113058_DisclosureOfMaturityAnalysisForLiquidityRiskThatArisesFromContractsWithinScopeOfIfrs17ParticipatingTypeTable,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 유동성위험에 대한 만기분석 공시, 배당유형"
entity00113058_DisclosureOfMaturityAnalysisForLiquidityRiskThatArisesFromContractsWithinScopeOfIfrs17ParticipatingTypeTextBlock,"IFRS 17의 적용범위에 포함되는 계약에서 생기는 유동성위험에 대한 만기분석 공시, 배당유형[ 문장영역 ]"
entity00113058_DisclosureOfMaturityAnalysisOfLeaseLiabilitiesTable,리스부채의 만기분석 공시
entity00113058_DisclosureOfMaturityAnalysisOfLeaseLiabilitiesTextBlock,리스부채의 만기분석 공시[ 문장영역 ]
entity00113058_DisclosureOfOffsettingOfFinancialAssetsTable,금융자산의 상계에 대한 공시
entity00113058_DisclosureOfOffsettingOfFinancialAssetsTextBlock,금융자산의 상계에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfOffsettingOfFinancialLiabilitiesTable,금융부채의 상계에 대한 공시
entity00113058_DisclosureOfOffsettingOfFinancialLiabilitiesTextBlock,금융부채의 상계에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfOperationRisk,운영위험에 대한 공시
entity00113058_DisclosureOfOtherCommitmentsTable,기타 약정사항에 대한 공시
entity00113058_DisclosureOfOtherCommitmentsTextBlock,기타 약정사항에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfOtherFinancialAssetsPledgedAsSecurityTable,담보로 제공된 기타 금융자산에 대한 공시
entity00113058_DisclosureOfOtherFinancialAssetsPledgedAsSecurityTextBlock,담보로 제공된 기타 금융자산에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfOtherLongtermBenefitsTable,기타장기종업원급여에 대한 공시
entity00113058_DisclosureOfOtherLongtermBenefitsTextBlock,기타장기종업원급여에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfPaymentGuaranteesTable,지급보증에 대한 공시
entity00113058_DisclosureOfPaymentGuaranteesTextBlock,지급보증에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfPropertyPlantAndEquipmentPledgedAsSecurityAbstract,담보로 제공된 유형자산에 대한 공시[ 개요 ]
entity00113058_DisclosureOfPropertyPlantAndEquipmentPledgedAsSecurityLineItemsOfDisclosureOfPropertyPlantAndEquipmentPledgedAsSecurityTableOfLineItems,담보로 제공된 유형자산에 대한 공시 [ 항목 ]
entity00113058_DisclosureOfPropertyPlantAndEquipmentPledgedAsSecurityTable,담보로 제공된 유형자산에 대한 공시
entity00113058_DisclosureOfPropertyPlantAndEquipmentPledgedAsSecurityTextBlock,담보로 제공된 유형자산에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfReceivablesSubjectToCourtReceivershipOrSimilarRehabilitationProceedingsTable,법정관리 등 회생절차 진행 중인 채권에 대한 공시
entity00113058_DisclosureOfReceivablesSubjectToCourtReceivershipOrSimilarRehabilitationProceedingsTextBlock,법정관리 등 회생절차 진행 중인 채권에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfReceivedGuaranteeInsuranceTable,제공받은 보증보험에 대한 공시
entity00113058_DisclosureOfReceivedGuaranteeInsuranceTextBlock,제공받은 보증보험에 대한 공시[ 문장영역 ]
entity00113058_DisclosureOfReconciliationOfActualClaimsComparedWithPreviousEstimatesLineItemsOfDisclosureOfReconciliationOfActualClaimsComparedWithPreviousEstimatesNonLifeInsuranceTableOfLineItems,과거 추정치와 실제 보험금 차이 조정 공시 [ 항목 ]
entity00113058_DisclosureOfReconciliationOfActualClaimsComparedWithPreviousEstimatesNonLifeInsuranceAbstract,"과거 추정치와 실제 보험금 차이 조정 공시, 손해보험[ 개요 ]"
entity00113058_DisclosureOfReconciliationOfActualClaimsComparedWithPreviousEstimatesNonLifeInsuranceTable,"과거 추정치와 실제 보험금 차이 조정 공시, 손해보험"
entity00113058_DisclosureOfReconciliationOfActualClaimsComparedWithPreviousEstimatesNonLifeInsuranceTextBlock,"과거 추정치와 실제 보험금 차이 조정 공시, 손해보험[ 문장영역 ]"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByComponentsLineItemsOfDisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByComponentsParticipatingTypeTableOfLineItems,보험계약부채(자산)의 보험계약 구성요소별 변동분에 대한 차이조정 공시 [ 항목 ]
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByComponentsParticipatingTypeAbstract,"보험계약부채(자산)의 보험계약 구성요소별 변동분에 대한 차이조정 공시, 배당 유형[ 개요 ]"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByComponentsParticipatingTypeTable,"보험계약부채(자산)의 보험계약 구성요소별 변동분에 대한 차이조정 공시, 배당 유형"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByComponentsParticipatingTypeTextBlock,"보험계약부채(자산)의 보험계약 구성요소별 변동분에 대한 차이조정 공시, 배당 유형[ 문장영역 ]"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsLineItemsOfDisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsParticipatingTableOfLineItems,보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정에 대한 공시 [ 항목 ]
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsLineItemsOfDisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsParticipatingTypeTableOfLineItems,보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정에 대한 공시 [ 항목 ]
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsParticipatingTypeAbstract,"보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 배당유형[ 개요 ]"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsParticipatingTypeTable,"보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 배당유형"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsParticipatingTypeTextBlock,"보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 배당유형[ 문장영역 ]"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsPremiumAllocationApproachOfDisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsPremiumAllocationApproachParticipatingTypeTableOfLineItems,"보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정에 대한 공시, 보험료배분접근법 [ 항목 ]"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsPremiumAllocationApproachParticipatingTypeAbstract,"보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 보험료배분접근법, 배당유형[ 개요 ]"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsPremiumAllocationApproachParticipatingTypeTable,"보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 보험료배분접근법, 배당유형"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsPremiumAllocationApproachParticipatingTypeTextBlock,"보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 보험료배분접근법, 배당유형[ 문장영역 ]"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsPremiumAllocationApproachTable,"보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 보험료배분접근법"
entity00113058_DisclosureOfReconciliationOfChangesInInsuranceContractsIssuedByRemainingCoverageAndIncurredClaimsPremiumAllocationApproachTextBlock,"보험계약부채(자산)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 보험료배분접근법[ 문장영역 ]"
entity00113058_DisclosureOfReconciliationOfChangesInReinsuranceContractsByRemainingCoverageAndIncurredClaimsPremiumAllocationApproachTable,"재보험계약자산(부채)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 보험료배분접근법"
entity00113058_DisclosureOfReconciliationOfChangesInReinsuranceContractsByRemainingCoverageAndIncurredClaimsPremiumAllocationApproachTextBlock,"재보험계약자산(부채)의 잔여보장부채 변동분과 발생사고부채 변동분의 차이조정 공시, 보험료배분접근법[ 문장영역 ]"
entity00113058_DisclosureOfReinsuranceServiceResultsTable,재보험서비스결과 공시
entity00113058_DisclosureOfReinsuranceServiceResultsTextBlock,재보험서비스결과 공시[ 문장영역 ]
entity00113058_DisclosureOfRestrictedFinancialAssetsFinancialAssetsAtFairValueThroughProfitOrLossTable,"사용이 제한된 금융자산의 공시, 당기손익인식금융자산"
entity00113058_DisclosureOfRestrictedFinancialAssetsFinancialAssetsAtFairValueThroughProfitOrLossTextBlock,"사용이 제한된 금융자산의 공시, 당기손익인식금융자산[ 문장영역 ]"
entity00113058_DisclosureOfSecuritiesPledgedAsSecurityTable,담보로 제공된 유가증권에 대한 공시
